IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location
140005736,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,6/12/2015,21:38,SOUTHERN,"ARREST, CITED",HOWARD ST / MOSS ST,-122.4088353,37.77841678,"(37.7784167763222, -122.408835317663)"
140005849,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,6/13/2015,19:20,NORTHERN,NONE,PIERCE ST / CHESTNUT ST,-122.4395049,37.80040249,"(37.8004024933613, -122.439504944797)"
140005899,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,6/14/2015,20:00,SOUTHERN,NONE,MABINI ST / FOLSOM ST,-122.400378,37.78264629,"(37.7826462926371, -122.400377994049)"
140005952,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,6/15/2015,19:00,NORTHERN,NONE,POLK ST / HAYES ST,-122.4180455,37.77751189,"(37.7775118895695, -122.418045452768)"
140006126,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,6/16/2015,0:50,BAYVIEW,"ARREST, CITED",3RD ST / YOSEMITE AV,-122.3932329,37.72773515,"(37.7277351549331, -122.393232869341)"
140007168,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,6/17/2015,11:45,MISSION,"ARREST, BOOKED",16TH ST / BRYANT ST,-122.4104888,37.76560586,"(37.7656058638705, -122.410488829308)"
140007168,ASSAULT,THREATS AGAINST LIFE,Friday,6/18/2015,11:45,MISSION,"ARREST, BOOKED",16TH ST / BRYANT ST,-122.4104888,37.76560586,"(37.7656058638705, -122.410488829308)"
140007174,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,6/19/2015,23:30,NORTHERN,NONE,LOMBARD ST / PIERCE ST,-122.4393375,37.7994246,"(37.7994245989124, -122.439337465056)"
140007384,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,6/20/2015,13:35,RICHMOND,"ARREST, CITED",GEARY BL / STANYAN ST,-122.4562958,37.78138009,"(37.7813800880128, -122.456295846469)"
140007425,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,6/21/2015,13:40,TARAVAL,"ARREST, CITED",MIRAMAR AV / OCEAN AV,-122.4581899,37.72431647,"(37.7243164693673, -122.458189948785)"
140007867,NON-CRIMINAL,FOUND PROPERTY,Friday,6/22/2015,12:00,NORTHERN,NONE,FILLMORE ST / OAK ST,-122.4308276,37.77397122,"(37.7739712165626, -122.430827580272)"
140007936,NON-CRIMINAL,FOUND PROPERTY,Friday,6/23/2015,16:00,PARK,NONE,DIVISADERO ST / GROVE ST,-122.4379902,37.77592487,"(37.775924865346, -122.437990176327)"
140008025,SECONDARY CODES,DOMESTIC VIOLENCE,Friday,6/24/2015,17:01,MISSION,"ARREST, BOOKED",MARKET ST / 17TH ST,-122.4351877,37.76267028,"(37.7626702770872, -122.435187699349)"
140008116,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,6/25/2015,17:46,NORTHERN,"ARREST, CITED",EDDY ST / POLK ST,-122.4191831,37.78309982,"(37.7830998244592, -122.419183096362)"
140008150,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,6/26/2015,16:30,NORTHERN,UNFOUNDED,PINE ST / FILLMORE ST,-122.4336486,37.78795076,"(37.7879507587225, -122.433648580485)"
140008241,NON-CRIMINAL,FOUND PROPERTY,Friday,6/27/2015,16:15,SOUTHERN,NONE,2ND ST / BRANNAN ST,-122.3920823,37.78184577,"(37.7818457722573, -122.392082305321)"
140008279,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,6/28/2015,18:05,NORTHERN,"ARREST, BOOKED",OFARRELL ST / VANNESS AV,-122.4211952,37.78475366,"(37.7847536577561, -122.421195221815)"
140008279,OTHER OFFENSES,RESISTING ARREST,Friday,6/29/2015,18:05,NORTHERN,"ARREST, BOOKED",OFARRELL ST / VANNESS AV,-122.4211952,37.78475366,"(37.7847536577561, -122.421195221815)"
140008285,OTHER OFFENSES,RESISTING ARREST,Friday,6/30/2015,18:43,MISSION,"ARREST, CITED",15TH ST / MISSION ST,-122.4198279,37.76667376,"(37.7666737551835, -122.419827929961)"
140008285,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,7/1/2015,18:43,MISSION,"ARREST, CITED",15TH ST / MISSION ST,-122.4198279,37.76667376,"(37.7666737551835, -122.419827929961)"
140008332,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,7/2/2015,19:09,BAYVIEW,"ARREST, BOOKED",INGALLS ST / ARMSTRONG AV,-122.3884993,37.72410004,"(37.7241000405512, -122.388499251587)"
140008332,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,7/3/2015,19:09,BAYVIEW,"ARREST, BOOKED",INGALLS ST / ARMSTRONG AV,-122.3884993,37.72410004,"(37.7241000405512, -122.388499251587)"
140008332,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,7/4/2015,19:09,BAYVIEW,"ARREST, BOOKED",INGALLS ST / ARMSTRONG AV,-122.3884993,37.72410004,"(37.7241000405512, -122.388499251587)"
140008655,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,7/5/2015,12:00,SOUTHERN,NONE,MARKET ST / 6TH ST,-122.4102935,37.78223059,"(37.7822305870036, -122.41029351969)"
140008699,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Friday,7/6/2015,21:11,SOUTHERN,"ARREST, CITED",11TH ST / MARKET ST,-122.4186983,37.77558941,"(37.7755894130051, -122.418698328939)"
140008815,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,7/7/2015,22:05,SOUTHERN,"ARREST, CITED",3RD ST / HOWARD ST,-122.4004736,37.78502906,"(37.7850290611875, -122.400473580152)"
140008837,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,7/8/2015,22:35,TENDERLOIN,"ARREST, CITED",EDDY ST / MASON ST,-122.4093131,37.78434785,"(37.7843478513151, -122.409313111431)"
140008912,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,7/9/2015,22:40,TENDERLOIN,"ARREST, CITED",LEAVENWORTH ST / OFARRELL ST,-122.4146197,37.78558306,"(37.785583058847, -122.414619686906)"
140008984,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,7/10/2015,23:00,SOUTHERN,"ARREST, CITED",MISSION ST / 10TH ST,-122.4159112,37.77527215,"(37.7752721501379, -122.41591119887)"
140009108,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,7/11/2015,0:15,PARK,"ARREST, CITED",LINCOLN WY / 3RD AV,-122.4815395,37.76525691,"(37.7652569107462, -122.481539457424)"
140009136,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,7/12/2015,12:38,CENTRAL,"ARREST, CITED",BROADWAY ST / STOCKTON ST,-122.408623,37.79762656,"(37.7976265594608, -122.408622974321)"
140009158,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,7/13/2015,0:30,INGLESIDE,JUVENILE CITED,VIENNA ST / GENEVA AV,-122.4353619,37.71384326,"(37.7138432563405, -122.435361935019)"
140009211,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,7/14/2015,1:18,MISSION,"ARREST, CITED",FLORIDA ST / 19TH ST,-122.4109646,37.76042845,"(37.7604284539394, -122.410964638346)"
140009227,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Saturday,7/15/2015,0:50,MISSION,"ARREST, CITED",CAPP ST / 21ST ST,-122.4178126,37.75710058,"(37.7571005796428, -122.417812558787)"
140009283,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,7/16/2015,1:40,SOUTHERN,"ARREST, CITED",10TH ST / MARKET ST,-122.4175047,37.77654004,"(37.7765400380328, -122.417504703145)"
140009299,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,7/17/2015,1:40,NORTHERN,NONE,BUSH ST / POLK ST,-122.4203074,37.78869895,"(37.7886989511647, -122.420307355721)"
140009459,WARRANTS,WARRANT ARREST,Saturday,7/18/2015,3:52,NORTHERN,"ARREST, BOOKED",SACRAMENTO ST / POLK ST,-122.4208746,37.79149431,"(37.7914943051906, -122.420874632415)"
140009590,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,7/19/2015,8:24,NORTHERN,NONE,VANNESS AV / POST ST,-122.4215723,37.78661816,"(37.7866181600998, -122.421572274151)"
140009590,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,7/20/2015,8:24,NORTHERN,NONE,VANNESS AV / POST ST,-122.4215723,37.78661816,"(37.7866181600998, -122.421572274151)"
140009619,NON-CRIMINAL,LOST PROPERTY,Friday,7/21/2015,8:00,SOUTHERN,NONE,MARKET ST / 7TH ST,-122.4125153,37.78047775,"(37.7804777480508, -122.412515341356)"
140009750,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,7/22/2015,10:47,BAYVIEW,"ARREST, CITED",PALOU AV / NEWHALL ST,-122.392779,37.73503827,"(37.7350382675041, -122.392779047703)"
140009772,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,7/23/2015,10:54,CENTRAL,PSYCHOPATHIC CASE,POST ST / POWELL ST,-122.4084039,37.78829339,"(37.7882933915158, -122.408403859899)"
140009948,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,7/24/2015,9:30,NORTHERN,NONE,OFARRELL ST / FILLMORE ST,-122.432707,37.78329094,"(37.7832909416362, -122.432706975892)"
140010315,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,7/25/2015,14:04,RICHMOND,"ARREST, CITED",23RD AV / FULTON ST,-122.4820486,37.77266514,"(37.7726651351818, -122.482048554084)"
140010321,WARRANTS,WARRANT ARREST,Saturday,7/26/2015,14:03,NORTHERN,"ARREST, BOOKED",WEBSTER ST / HICKORY ST,-122.429274,37.77464767,"(37.774647672678, -122.429274021129)"
140010456,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Thursday,7/27/2015,12:00,MISSION,NONE,23RD ST / MISSION ST,-122.4185967,37.7538382,"(37.7538382048501, -122.418596727459)"
140010553,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,7/28/2015,13:50,CENTRAL,NONE,STOCKTON ST / PACIFIC AV,-122.4084331,37.79670393,"(37.7967039278443, -122.408433097286)"
140012612,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,7/29/2015,11:33,MISSION,PSYCHOPATHIC CASE,NOE ST / ELIZABETH ST,-122.4319473,37.75222466,"(37.7522246625673, -122.431947259396)"
140012656,LARCENY/THEFT,PETTY THEFT BICYCLE,Saturday,7/30/2015,19:45,SOUTHERN,NONE,4TH ST / MISSION ST,-122.4042702,37.78447885,"(37.7844788538745, -122.404270179486)"
140012719,WARRANTS,WARRANT ARREST,Sunday,7/31/2015,11:33,RICHMOND,"ARREST, BOOKED",SPRUCE ST / ANZA ST,-122.4528981,37.78036237,"(37.7803623690815, -122.452898067388)"
140010757,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,8/1/2015,16:30,PARK,"ARREST, CITED",FULTON ST / STANYAN ST,-122.4546368,37.77476002,"(37.7747600205915, -122.454636839495)"
140010848,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,8/2/2015,16:47,CENTRAL,PSYCHOPATHIC CASE,SANSOME ST / COMMERCIAL ST,-122.4014064,37.79442764,"(37.7944276392272, -122.401406445624)"
140011169,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,8/3/2015,18:50,NORTHERN,"ARREST, CITED",OCTAVIA ST / GROVE ST,-122.4248102,37.77760216,"(37.777602159399, -122.42481019069)"
140011244,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,8/4/2015,19:08,NORTHERN,"ARREST, BOOKED",LARKIN ST / OFARRELL ST,-122.417904,37.78516709,"(37.7851670875517, -122.417903977564)"
140011244,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Saturday,8/5/2015,19:08,NORTHERN,"ARREST, BOOKED",LARKIN ST / OFARRELL ST,-122.417904,37.78516709,"(37.7851670875517, -122.417903977564)"
140011498,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Saturday,8/6/2015,20:26,TARAVAL,"ARREST, BOOKED",RANDOLPH ST / RAMSELL ST,-122.4661968,37.71428028,"(37.7142802754796, -122.466196824742)"
140011498,OTHER OFFENSES,PROBATION VIOLATION,Saturday,8/7/2015,20:26,TARAVAL,"ARREST, BOOKED",RANDOLPH ST / RAMSELL ST,-122.4661968,37.71428028,"(37.7142802754796, -122.466196824742)"
140011498,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,8/8/2015,20:26,TARAVAL,"ARREST, BOOKED",RANDOLPH ST / RAMSELL ST,-122.4661968,37.71428028,"(37.7142802754796, -122.466196824742)"
140011658,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,8/9/2015,23:27,SOUTHERN,"ARREST, CITED",MARKET ST / 5TH ST,-122.4080683,37.78399168,"(37.7839916768161, -122.408068345148)"
140011670,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,8/10/2015,22:54,SOUTHERN,NONE,BRYANT ST / 8TH ST,-122.406971,37.77252736,"(37.7725273607571, -122.406970988225)"
140011670,WARRANTS,WARRANT ARREST,Saturday,8/11/2015,22:54,SOUTHERN,NONE,BRYANT ST / 8TH ST,-122.406971,37.77252736,"(37.7725273607571, -122.406970988225)"
140011852,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,8/12/2015,0:55,CENTRAL,NONE,MASON ST / PACIFIC AV,-122.4117214,37.79629082,"(37.7962908193522, -122.411721445339)"
140011868,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,8/13/2015,1:44,BAYVIEW,"ARREST, CITED",GOETTINGEN ST / SILLIMAN ST,-122.4080566,37.73045994,"(37.7304599393386, -122.408056632123)"
140011921,ASSAULT,BATTERY,Sunday,8/14/2015,12:30,NORTHERN,NONE,WEBSTER ST / FILBERT ST,-122.4340374,37.79822883,"(37.7982288337207, -122.434037411348)"
140012010,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,8/15/2015,23:00,SOUTHERN,NONE,FOLSOM ST / 3RD ST,-122.3989327,37.78378482,"(37.7837848211584, -122.398932711095)"
140012054,MISSING PERSON,MISSING ADULT,Saturday,8/16/2015,23:00,NORTHERN,LOCATED,DUBOCE AV / CHURCH ST,-122.4291288,37.76945562,"(37.7694556178593, -122.429128783477)"
140012054,MISSING PERSON,FOUND PERSON,Saturday,8/17/2015,23:00,NORTHERN,LOCATED,DUBOCE AV / CHURCH ST,-122.4291288,37.76945562,"(37.7694556178593, -122.429128783477)"
140012151,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,8/18/2015,5:00,SOUTHERN,NONE,MCALLISTER ST / JONES ST,-122.4119795,37.78090397,"(37.7809039696758, -122.411979487494)"
140012270,ASSAULT,BATTERY,Sunday,8/19/2015,8:10,TENDERLOIN,"ARREST, CITED",ELLIS ST / MASON ST,-122.4094999,37.78528427,"(37.7852842684318, -122.409499861107)"
140012399,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,8/20/2015,9:50,BAYVIEW,"ARREST, CITED",INGALLS ST / LASALLE AV,-122.3814425,37.73058305,"(37.7305830516718, -122.38144246566)"
140012402,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,8/21/2015,10:00,BAYVIEW,"ARREST, CITED",EVANS AV / MIDDLEPOINT RD,-122.379111,37.73768257,"(37.7376825683168, -122.379111044501)"
140013303,LARCENY/THEFT,ATTEMPTED THEFT OF A BICYCLE,Sunday,8/22/2015,17:02,SOUTHERN,NONE,5TH ST / MARKET ST,-122.4080683,37.78399168,"(37.7839916768161, -122.408068345148)"
140013303,NON-CRIMINAL,FOUND PROPERTY,Sunday,8/23/2015,17:02,SOUTHERN,NONE,5TH ST / MARKET ST,-122.4080683,37.78399168,"(37.7839916768161, -122.408068345148)"
140013450,WARRANTS,WARRANT ARREST,Sunday,8/24/2015,17:42,SOUTHERN,"ARREST, BOOKED",MARKET ST / 7TH ST,-122.4125153,37.78047775,"(37.7804777480508, -122.412515341356)"
140013836,ROBBERY,ROBBERY ON THE STREET WITH A KNIFE,Sunday,8/25/2015,20:55,SOUTHERN,"ARREST, BOOKED",11TH ST / MISSION ST,-122.4171049,37.77432429,"(37.7743242867908, -122.417104895556)"
140013836,OTHER OFFENSES,PAROLE VIOLATION,Sunday,8/26/2015,20:55,SOUTHERN,"ARREST, BOOKED",11TH ST / MISSION ST,-122.4171049,37.77432429,"(37.7743242867908, -122.417104895556)"
140013955,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,8/27/2015,11:00,BAYVIEW,"ARREST, CITED",NEWCOMB AV / LANE ST,-122.3879113,37.73417143,"(37.7341714275463, -122.387911252085)"
140014812,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,8/28/2015,20:00,SOUTHERN,NONE,FOLSOM ST / DORE ST,-122.4122263,37.77328553,"(37.7732855303603, -122.412226329199)"
140016909,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,8/29/2015,21:02,BAYVIEW,UNFOUNDED,OAKDALE AV / MENDELL ST,-122.3903467,37.73459935,"(37.7345993533477, -122.390346724675)"
146002063,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,8/30/2015,1:00,NORTHERN,NONE,PIERCE ST / GREEN ST,-122.4385939,37.79573948,"(37.7957394759334, -122.438593884737)"
146002079,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,8/31/2015,0:01,NORTHERN,NONE,LAGUNA ST / BAY ST,-122.4316829,37.8032668,"(37.8032668026887, -122.43168292833)"
146002126,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,9/1/2015,18:30,TARAVAL,NONE,IRVING ST / 9TH AV,-122.4663097,37.76403685,"(37.7640368477306, -122.466309668238)"
146002160,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,9/2/2015,2:00,NORTHERN,NONE,UNION ST / BUCHANAN ST,-122.4322081,37.79750617,"(37.7975061678802, -122.43220809844)"
146002245,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,9/3/2015,18:50,NORTHERN,NONE,CALIFORNIA ST / STEINER ST,-122.4354886,37.7886952,"(37.7886951990543, -122.435488624119)"
146002706,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,9/4/2015,12:15,TARAVAL,NONE,GREAT HY / SLOAT BL,-122.5067145,37.73546576,"(37.735465762973, -122.506714460434)"
146002712,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,9/5/2015,15:00,TARAVAL,NONE,LAKE MERCED BL / BROTHERHOOD WAY,-122.4852263,37.71469453,"(37.7146945275773, -122.485226315294)"
110542473,MISSING PERSON,MISSING ADULT,Monday,9/6/2015,9:00,INGLESIDE,LOCATED,GENEVA AV / SANTOS ST,-122.4200841,37.70831097,"(37.7083109744591, -122.420084075242)"
110542473,MISSING PERSON,FOUND PERSON,Monday,9/7/2015,9:00,INGLESIDE,LOCATED,GENEVA AV / SANTOS ST,-122.4200841,37.70831097,"(37.7083109744591, -122.420084075242)"
140000372,OTHER OFFENSES,POSSESSION OF FIRECRACKERS,Wednesday,9/8/2015,2:40,SOUTHERN,"ARREST, CITED",HOWARD ST / 4TH ST,-122.4027126,37.78325965,"(37.7832596543979, -122.402712593282)"
140007027,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,9/9/2015,11:48,CENTRAL,"ARREST, CITED",CALIFORNIA ST / HYDE ST,-122.4173928,37.79097412,"(37.7909741243591, -122.417392830334)"
140008508,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Friday,9/10/2015,20:06,NORTHERN,"ARREST, CITED",FILLMORE ST / GREENWICH ST,-122.4358702,37.79895141,"(37.7989514142851, -122.435870220186)"
140008570,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,9/11/2015,20:25,TENDERLOIN,"ARREST, CITED",TURK ST / HYDE ST,-122.4156949,37.7825852,"(37.7825851968467, -122.415694922134)"
140008796,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Friday,9/12/2015,21:55,NORTHERN,"ARREST, CITED",FILLMORE ST / GREENWICH ST,-122.4358702,37.79895141,"(37.7989514142851, -122.435870220186)"
140007469,NON-CRIMINAL,LOST PROPERTY,Thursday,9/13/2015,23:00,INGLESIDE,NONE,MISSION ST / KINGSTON ST,-122.4223667,37.7417617,"(37.7417616962887, -122.422366686691)"
140007839,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Friday,9/14/2015,16:15,NORTHERN,"ARREST, BOOKED",OFARRELL ST / LARKIN ST,-122.417904,37.78516709,"(37.7851670875517, -122.417903977564)"
140007839,OTHER OFFENSES,PROBATION VIOLATION,Friday,9/15/2015,16:15,NORTHERN,"ARREST, BOOKED",OFARRELL ST / LARKIN ST,-122.417904,37.78516709,"(37.7851670875517, -122.417903977564)"
140007839,WARRANTS,WARRANT ARREST,Friday,9/16/2015,16:15,NORTHERN,"ARREST, BOOKED",OFARRELL ST / LARKIN ST,-122.417904,37.78516709,"(37.7851670875517, -122.417903977564)"
140007851,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,9/17/2015,16:04,MISSION,"ARREST, BOOKED",20TH ST / CHURCH ST,-122.4280517,37.75808998,"(37.7580899767786, -122.428051707644)"
140007851,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Friday,9/18/2015,16:04,MISSION,"ARREST, BOOKED",20TH ST / CHURCH ST,-122.4280517,37.75808998,"(37.7580899767786, -122.428051707644)"
140007851,OTHER OFFENSES,PAROLE VIOLATION,Friday,9/19/2015,16:04,MISSION,"ARREST, BOOKED",20TH ST / CHURCH ST,-122.4280517,37.75808998,"(37.7580899767786, -122.428051707644)"
140007942,FAMILY OFFENSES,IMMORAL ACTS OR DRUNK IN PRESENCE OF CHILD,Friday,9/20/2015,16:27,SOUTHERN,"ARREST, BOOKED",10TH ST / BRYANT ST,-122.4097388,37.7703482,"(37.7703482035454, -122.409738771906)"
140007942,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,9/21/2015,16:27,SOUTHERN,"ARREST, BOOKED",10TH ST / BRYANT ST,-122.4097388,37.7703482,"(37.7703482035454, -122.409738771906)"
140009409,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,9/22/2015,3:41,BAYVIEW,"ARREST, CITED",EVANS AV / PHELPS ST,-122.3884568,37.74298303,"(37.7429830266541, -122.388456834121)"
140010183,NON-CRIMINAL,LOST PROPERTY,Wednesday,9/23/2015,2:00,MISSION,NONE,22ND ST / GUERRERO ST,-122.4231807,37.75516992,"(37.7551699169055, -122.423180698496)"
140010337,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,9/24/2015,14:23,INGLESIDE,"ARREST, CITED",SILVER AV / MISSION ST,-122.431295,37.72872979,"(37.7287297938303, -122.431295002963)"
140010406,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,9/25/2015,14:40,SOUTHERN,"ARREST, CITED",MARKET ST / TURK ST,-122.4089536,37.78328787,"(37.783287873572, -122.408953598279)"
140011012,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,9/26/2015,17:00,INGLESIDE,NONE,VISITACION AV / MANSELL ST,-122.4116741,37.71875429,"(37.7187542939484, -122.41167412088)"
140012258,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,9/27/2015,7:34,SOUTHERN,PSYCHOPATHIC CASE,7TH ST / MARKET ST,-122.4125153,37.78047775,"(37.7804777480508, -122.412515341356)"
140012537,WARRANTS,WARRANT ARREST,Sunday,9/28/2015,11:00,PARK,"ARREST, BOOKED",COLE ST / HAIGHT ST,-122.4507099,37.76952623,"(37.7695262270693, -122.450709919144)"
140011103,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,9/29/2015,18:31,NORTHERN,PSYCHOPATHIC CASE,VANNESS AV / FILBERT ST,-122.4241727,37.79948348,"(37.7994834789614, -122.424172728253)"
140011404,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,9/30/2015,18:15,NORTHERN,NONE,GOLDEN GATE AV / VANNESS AV,-122.4204395,37.78103085,"(37.7810308461783, -122.420439512717)"
140011432,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,10/1/2015,20:30,SOUTHERN,"ARREST, CITED",JONES ST / MCALLISTER ST,-122.4119795,37.78090397,"(37.7809039696758, -122.411979487494)"
140011501,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,10/2/2015,21:35,CENTRAL,PSYCHOPATHIC CASE,GEARY ST / JONES ST,-122.4131745,37.78671902,"(37.786719015554, -122.413174494396)"
140011545,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,10/3/2015,21:39,NORTHERN,NONE,CEDAR ST / VANNESS AV,-122.4214772,37.78615274,"(37.7861527352201, -122.421477162118)"
140011567,ROBBERY,"ROBBERY, BODILY FORCE",Saturday,10/4/2015,21:10,PARK,NONE,GEARY BL / SCOTT ST,-122.4378509,37.78371743,"(37.7837174333803, -122.437850882558)"
140012872,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,10/5/2015,12:30,MISSION,NONE,16TH ST / MISSION ST,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
140012907,LARCENY/THEFT,PETTY THEFT COIN OPERATED MACHINE,Sunday,10/6/2015,11:00,INGLESIDE,NONE,BOSWORTH ST / OSHAUGHNESSY BL,-122.4419289,37.73596901,"(37.7359690068557, -122.441928944215)"
140012907,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,10/7/2015,11:00,INGLESIDE,NONE,BOSWORTH ST / OSHAUGHNESSY BL,-122.4419289,37.73596901,"(37.7359690068557, -122.441928944215)"
140012991,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,10/8/2015,23:30,SOUTHERN,NONE,9TH ST / FOLSOM ST,-122.4116124,37.77376796,"(37.7737679567236, -122.411612378034)"
140013096,VANDALISM,"MALICIOUS MISCHIEF, STREET CARS/BUSES",Sunday,10/9/2015,15:30,BAYVIEW,NONE,HUDSON AV / 3RD ST,-122.3887558,37.74031922,"(37.7403192229675, -122.38875579499)"
140013096,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Sunday,10/10/2015,15:30,BAYVIEW,NONE,HUDSON AV / 3RD ST,-122.3887558,37.74031922,"(37.7403192229675, -122.38875579499)"
140013187,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,10/11/2015,16:16,SOUTHERN,PSYCHOPATHIC CASE,HARRIET ST / FOLSOM ST,-122.4061515,37.77808113,"(37.7780811278912, -122.406151482163)"
